"scientific_name","family","taxonrank","gbif_rec"
"Tropaeolum deckerianum var. deckerianum","Tropaeolaceae","VARIETY","2"
"Quiina cruegeriana Griseb.","Quiinaceae","SPECIES","2"
"Quiina macrophylla Tul.","Quiinaceae","SPECIES","2"
"Cleistes triflora (C.Schweinf.) Carnevali & I.Ramírez","Orchidaceae","SPECIES","2"
"Asplundia domingensis Harling","Cyclanthaceae","SPECIES","2"
"Teramnus volubilis Sw.","Fabaceae","SPECIES","2"
"Matelea denticulata (Vahl) Fontella & E.A.Schwarz","Apocynaceae","SPECIES","2"
"Mimosa velloziana Mart.","Fabaceae","SPECIES","2"
"Clavija cauliflora Regel","Primulaceae","SPECIES","2"
"Clavija caliensis Cuatrec.","Primulaceae","SPECIES","2"
"Terminalia L.","Combretaceae","GENUS","2"
"Meriania macrophylla (Benth.) Triana","Melastomataceae","SPECIES","2"
"Ternstroemia dentata (Aubl.) Sw.","Pentaphylacaceae","SPECIES","2"
"Vittaria stipitata Kunze","Pteridaceae","SPECIES","2"
"Meriania macrophylla subsp. macrophylla","Melastomataceae","SUBSPECIES","2"
"Philonotis rufiflora (Hornsch.) Reichardt","Bartramiaceae","SPECIES","2"
"Hippocratea volubilis L.","Celastraceae","SPECIES","2"
"Cladocolea lenticellata (Diels) Kuijt","Loranthaceae","SPECIES","2"
"Terpsichore anfractuosa (Kunze ex Klotzsch) B.León & A.R.Sm.","Polypodiaceae","SPECIES","2"
"Alternanthera bettzickiana (Regel) G.Nicholson","Amaranthaceae","SPECIES","2"
"Terpsichore lanigera (Desv.) A.R.Sm.","Polypodiaceae","SPECIES","2"
"Phlebodium aureum (L.) J.Sm.","Polypodiaceae","SPECIES","2"
"Phlegmariurus aqualupianus (Spring) B.Øllg.","Lycopodiaceae","SPECIES","2"
"Urera elata (Sw.) Griseb.","Urticaceae","SPECIES","2"
"Asplenium radicans var. partitum (Klotzsch) Hieron.","Aspleniaceae","VARIETY","2"
"Nectandra pearcei Mez","Lauraceae","SPECIES","2"
"Episcia reptans Mart.","Gesneriaceae","SPECIES","2"
"Radiovittaria salvo-tierrana A.Rojas","Pteridaceae","SPECIES","2"
"Tetragastris varians Little","Burseraceae","SPECIES","2"
"Episcia Mart.","Gesneriaceae","GENUS","2"
"Radula Dumort.","Radulaceae","GENUS","2"
"Radulaceae","Radulaceae","FAMILY","2"
"Meriania peltata L.Uribe","Melastomataceae","SPECIES","2"
"Desmodium prostratum Brandegee","Fabaceae","SPECIES","2"
"Desmodium poeppigianum (Schindl.) J.F.Macbr.","Fabaceae","SPECIES","2"
"Episcia cupreata (Hook.fil.) Hanst.","Gesneriaceae","SPECIES","2"
"Fuchsia corollata Benth.","Onagraceae","SPECIES","2"
"Tetrapterys subaptera Cuatrec.","Malpighiaceae","SPECIES","2"
"Acianthera adeodata P.Ortiz, O.Pérez & E.Parra","Orchidaceae","SPECIES","2"
"Palicourea caprifoliacea Wernham","Rubiaceae","SPECIES","2"
"Asplenium radiatum J.Koenig ex Sw.","Pteridaceae","SPECIES","2"
"Palicourea carnosocarpa (Dwyer & M.V.Hayden) C.M.Taylor","Rubiaceae","SPECIES","2"
"Pholidostachys synanthera (Mart.) H.E.Moore","Arecaceae","SPECIES","2"
"Asplenium pululahuae Sodiro","Aspleniaceae","SPECIES","2"
"Tetrorchidium macrophyllum Müll.Arg.","Euphorbiaceae","SPECIES","2"
"Allophylus goudotii (Triana & Planch.) Radlk.","Sapindaceae","SPECIES","2"
"Epiphyllum oxypetalum (DC.) Haw.","Cactaceae","SPECIES","2"
"Asplenium holophlebium Baker","Aspleniaceae","SPECIES","2"
"Thalia geniculata L.","Marantaceae","SPECIES","2"
"Rapanea longifolia (Nadeaud) Mez","Primulaceae","SPECIES","2"
"Handroanthus chrysotrichus (Mart. ex DC.) Mattos","Bignoniaceae","SPECIES","2"
"Xylosma lucida (Tul.) Sleumer","Salicaceae","SPECIES","2"
"Epiphyllum columbiense (F.A.C.Weber) Dodson & A.H.Gentry","Cactaceae","SPECIES","2"
"Phoradendron dichotomum Ettingsh.","Viscaceae","SPECIES","2"
"Cissus granulosa Ruiz & Pav.","Vitaceae","SPECIES","2"
"Asplenium hallii Hook.","Aspleniaceae","SPECIES","2"
"Cissus fusifolia Lombardi","Vitaceae","SPECIES","2"
"Rapateaceae","Rapateaceae","FAMILY","2"
"Fuchsia boliviana Carrière","Onagraceae","SPECIES","2"
"Fuchsia ×hybrida Voss","Onagraceae","SPECIES","2"
"Asplenium flabellulatum Kunze","Aspleniaceae","SPECIES","2"
"Neea amplifolia Donn.Sm.","Nyctaginaceae","SPECIES","2"
"Thelypteris arborescens (Humb. & Bonpl. ex Willd.) C.V.Morton","Thelypteridaceae","SPECIES","2"
"Thelypteris balbisii (Spreng.) Ching","Thelypteridaceae","SPECIES","2"
"Thelypteris brachyodus (Kunze) Ching","Thelypteridaceae","SPECIES","2"
"Thelypteris concinna (Willd.) Ching","Thelypteridaceae","SPECIES","2"
"Asplenium cuspidatum var. foeniculaceum (Kunth) C.V.Morton & Lellinger","Aspleniaceae","VARIETY","2"
"Phoradendron mucronatum (DC.) Krug & Urb.","Viscaceae","SPECIES","2"
"Altensteinia fimbriata Kunth","Orchidaceae","SPECIES","2"
"Cissampelos tomentosa DC.","Menispermaceae","SPECIES","2"
"Thelypteris euchlora (Sodiro) C.F.Reed","Thelypteridaceae","SPECIES","2"
"Neea divaricata Poepp. & Endl.","Nyctaginaceae","SPECIES","2"
"Phoradendron parietarioides Trel.","Viscaceae","SPECIES","2"
"Thelypteris grandis var. pallescens (C.Chr.) A.R.Sm.","Thelypteridaceae","VARIETY","2"
"Raritebe Wernham","Rubiaceae","GENUS","2"
"Maripa cuatrecasasii Moldenke","Convolvulaceae","SPECIES","2"
"Hernandia didymantha Donn.Sm.","Hernandiaceae","SPECIES","2"
"Thelypteris leprieurii var. leprieurii","Thelypteridaceae","VARIETY","2"
"Cissampelos andromorpha DC.","Menispermaceae","SPECIES","2"
"Deprea Raf.","Solanaceae","GENUS","2"
"Epidendrum timbiquiense Hágsater & E.Santiago","Orchidaceae","SPECIES","2"
"Ampelozizyphus amazonicus Ducke","Rhamnaceae","SPECIES","2"
"Rauvolfia viridis Willd. ex Roem. & Schult.","Apocynaceae","SPECIES","2"
"Palicourea cyanococca (Seem. ex Dombrain) Borhidi","Rubiaceae","SPECIES","2"
"Cipura paludosa Aubl.","Iridaceae","SPECIES","2"
"Thelypteris pteroidea (Klotzsch) R.M.Tryon","Thelypteridaceae","SPECIES","2"
"Thelypteris resinifera (Desv.) Proctor","Thelypteridaceae","SPECIES","2"
"Aspidosperma myristicifolium (Markgr.) Woodson","Apocynaceae","SPECIES","2"
"Aspidosperma crypticum J.F.Morales & N.Zamora","Apocynaceae","SPECIES","2"
"Thelypteris torresiana (Gaudich.) Alston","Thelypteridaceae","SPECIES","2"
"Palicourea deflexa (DC.) Borhidi","Rubiaceae","SPECIES","2"
"Herissantia crispa (L.) Brizicky","Malvaceae","SPECIES","2"
"Aspidosperma cruentum Woodson","Apocynaceae","SPECIES","2"
"Reldia minutiflora var. minutiflora","Gesneriaceae","VARIETY","2"
"Hydrocotyle bonplandii A.Rich.","Araliaceae","SPECIES","2"
"Phragmipedium andreettae P.J.Cribb & Pupulin","Orchidaceae","SPECIES","2"
"Phragmipedium lindenii (Lindl.) Dressler & N.H.Williams","Orchidaceae","SPECIES","2"
"Aspidogyne boliviensis (Cogn.) Garay","Orchidaceae","SPECIES","2"
"Neomarica gracilis (Herb.) Sprague","Iridaceae","SPECIES","2"
"Ascogrammitis angustipes (Copel.) Sundue","Polypodiaceae","SPECIES","2"
"Mirabilis L.","Nyctaginaceae","GENUS","2"
"Dennstaedtia T.Moore","Dennstaedtiaceae","GENUS","2"
"Arundo donax L.","Poaceae","SPECIES","2"
"Neomirandea eximia (B.L.Rob.) R.M.King & H.Rob.","Asteraceae","SPECIES","2"
"Dennstaedtia dissecta (Sw.) T.Moore","Dennstaedtiaceae","SPECIES","2"
"Cinnamomum montanum (Sw.) J.Presl","Lauraceae","SPECIES","2"
"Meriania steyermarkii Gleason","Melastomataceae","SPECIES","2"
"Theobroma grandiflorum (Willd. ex Spreng.) Schum.","Malvaceae","SPECIES","2"
"Renealmia ferruginea Maas","Zingiberaceae","SPECIES","2"
"Arthrostema ciliatum Ruiz & Pav.","Melastomataceae","SPECIES","2"
"Renealmia fragilis Maas","Zingiberaceae","SPECIES","2"
"Artemisia L.","Asteraceae","GENUS","2"
"Herbertus juniperoideus subsp. acanthelius (Spruce) K.Feldberg & Heinrichs","Herbertaceae","SUBSPECIES","2"
"Miconia lasiocalyx Cogn.","Melastomataceae","SPECIES","2"
"Cinchona officinalis L.","Rubiaceae","SPECIES","2"
"Epidendrum shigenobui Hágsater","Orchidaceae","SPECIES","2"
"Palicourea glomerulata (Donn.Sm.) Borhidi","Rubiaceae","SPECIES","2"
"Aristolochia trianae Duch.","Aristolochiaceae","SPECIES","2"
"Phyla strigulosa (M.Martens & Galeotti) Moldenke","Verbenaceae","SPECIES","2"
"Aristolochia schmidtiana Hoehne","Aristolochiaceae","SPECIES","2"
"Thibaudia grantii A.C.Sm.","Ericaceae","SPECIES","2"
"Palicourea gomezii C.M.Taylor","Rubiaceae","SPECIES","2"
"Chusquea uniflora Steud.","Poaceae","SPECIES","2"
"Renealmia variegata Maas & H.Maas","Zingiberaceae","SPECIES","2"
"Reseda luteola L.","Resedaceae","SPECIES","2"
"Marchantia domingensis Lehm. & Lindenb.","Marchantiaceae","SPECIES","2"
"Aristida recurvata Kunth","Poaceae","SPECIES","2"
"Phyllanthus amarus Schumach. & Thonn.","Phyllanthaceae","SPECIES","2"
"Thuidium antillarum Besch.","Thuidiaceae","SPECIES","2"
"Argythamnia P.Browne","Euphorbiaceae","GENUS","2"
"Restrepia Kunth","Orchidaceae","GENUS","2"
"Argythamnia acutangula Croizat","Euphorbiaceae","SPECIES","2"
"Humiria balsamifera Aubl.","Humiriaceae","SPECIES","2"
"Rhabdadenia biflora (Jacq.) Müll.Arg.","Apocynaceae","SPECIES","2"
"Chusquea spencei Ernst","Poaceae","SPECIES","2"
"Ardisia standleyana P.H.Allen","Primulaceae","SPECIES","2"
"Hampea albipetala Cuatrec.","Malvaceae","SPECIES","2"
"Epidendrum pseudonocturnum Hágsater & Dodson","Orchidaceae","SPECIES","2"
"Ardisia popayanensis Mez","Primulaceae","SPECIES","2"
"Vochysia artantha Stafleu","Vochysiaceae","SPECIES","2"
"Palicourea hazenii (Standl.) Borhidi","Rubiaceae","SPECIES","2"
"Ardisia novitensis Lundell","Primulaceae","SPECIES","2"
"Mittenothamnium scalpellifolium (Müll.Hal.) H.A.Crum","Hypnaceae","SPECIES","2"
"Dendropanax caucanus (Harms) Harms","Araliaceae","SPECIES","2"
"Chusquea fendleri Munro","Poaceae","SPECIES","2"
"Rheedia madruno (Kunth) Planch. & Triana","Clusiaceae","SPECIES","2"
"Thysananthus pterobryoides (Spruce) Schiffn.","Lejeuneaceae","SPECIES","2"
"Ardisia manglillo Cuatrec.","Primulaceae","SPECIES","2"
"Phyllanthus mexiae Croizat","Phyllanthaceae","SPECIES","2"
"Tibouchina gracilis (Bonpl.) Cogn.","Melastomataceae","SPECIES","2"
"Palicourea hedyosmoides Standl. ex Steyerm.","Rubiaceae","SPECIES","2"
"Chuquiraga colombiana Cuatrec.","Asteraceae","SPECIES","2"
"Arcytophyllum Willd.","Rubiaceae","GENUS","2"
"Tibouchina longifolia (Vahl) Baill. ex Cogn.","Melastomataceae","SPECIES","2"
"Chrysothemis pulchella (Donn.Sm. ex Sims) Decne.","Gesneriaceae","SPECIES","2"
"Phyllanthus popayanensis Pax","Phyllanthaceae","SPECIES","2"
"Arcytophyllum muticum (Wedd.) Standl.","Rubiaceae","SPECIES","2"
"Palicourea heterochroma K.Schum. & K.Krause","Rubiaceae","SPECIES","2"
"Mnesithea aurita (Steud.) de Koning & Sosef","Poaceae","SPECIES","2"
"Decameria Welw.","Rubiaceae","GENUS","2"
"Chrysophyllum argenteum subsp. panamense (Pittier) T.D.Penn.","Sapotaceae","SUBSPECIES","2"
"Davilla Vand.","Dilleniaceae","GENUS","2"
"Hamelia patens var. patens","Rubiaceae","VARIETY","2"
"Miconia ligulata Almeda","Melastomataceae","SPECIES","2"
"Frullania atrata (Sw.) Nees ex Mont.","Frullaniaceae","SPECIES","2"
"Palicourea kalbreyeri Standl.","Rubiaceae","SPECIES","2"
"Danaea nodosa (L.) Sm.","Marattiaceae","SPECIES","2"
"Yucca gigantea Lem.","Asparagaceae","SPECIES","2"
"Chromolaena caldensis (B.L.Rob.) R.M.King & H.Rob.","Asteraceae","SPECIES","2"
"Meineckia neogranatensis subsp. neogranatensis","Phyllanthaceae","SUBSPECIES","2"
"Grammitis lanigera var. stella (Copel.) C.V.Morton","Polypodiaceae","VARIETY","2"
"Tillandsia compacta Griseb.","Bromeliaceae","SPECIES","2"
"Arachnothryx fosbergii Steyerm.","Rubiaceae","SPECIES","2"
"Chromolaena bullata (Klatt) R.M.King & H.Rob.","Asteraceae","SPECIES","2"
"Christensonella uncata (Lindl.) Szlach., Mytnik, Górniak & Smiszek","Orchidaceae","SPECIES","2"
"Damburneya coriacea (Sw.) Trofimov & Rohwer","Lauraceae","SPECIES","2"
"Dalechampia stipulacea Müll.Arg.","Euphorbiaceae","SPECIES","2"
"Chomelia Jacq.","Rubiaceae","GENUS","2"
"Physalis pubescens L.","Solanaceae","SPECIES","2"
"Nephrolepis hirsutula (G.Forst.) C.Presl","Nephrolepidaceae","SPECIES","2"
"Arachnothryx educta (Standl. ex Steyerm.) Steyerm.","Rubiaceae","SPECIES","2"
"Mollinedia ovata Ruiz & Pav.","Monimiaceae","SPECIES","2"
"Chlorospatha yatacuensis Croat & L.P.Hannon","Araceae","SPECIES","2"
"Chlorospatha queremalensis Croat & L.P.Hannon","Araceae","SPECIES","2"
"Chlorospatha noramurphyae Croat & L.P.Hannon","Araceae","SPECIES","2"
"Rhynchanthera mexicana (L.) DC.","Melastomataceae","SPECIES","2"
"Tillandsia monadelpha Wittm.","Bromeliaceae","SPECIES","2"
"Tillandsia orbicularis L.B.Sm.","Bromeliaceae","SPECIES","2"
"Rhynchosia diversifolia Micheli","Fabaceae","SPECIES","2"
"Allomarkgrafia laxiflora A.H.Gentry","Apocynaceae","SPECIES","2"
"Aphelandra silvicola Leonard","Acanthaceae","SPECIES","2"
"Phytelephas Ruiz & Pav.","Arecaceae","GENUS","2"
"Chlorospatha bayae Croat & L.P.Hannon","Araceae","SPECIES","2"
"Tillandsia spiculosa Griseb.","Bromeliaceae","SPECIES","2"
"Tillandsia streptocarpa Baker","Bromeliaceae","SPECIES","2"
"Rhynchosia minima var. minima","Fabaceae","VARIETY","2"
"Aphelandra runcinata Klotzsch ex Nees","Acanthaceae","SPECIES","2"
"Ampelocera Klotzsch","Cannabaceae","GENUS","2"
"Aphelandra botanodes Leonard","Acanthaceae","SPECIES","2"
"Dalbergia monetaria L.f.","Fabaceae","SPECIES","2"
"Rhynchosia pyramidalis (Lam.) Urb.","Fabaceae","SPECIES","2"
"Meiothecium boryanum (Müll.Hal.) Mitt.","Sematophyllaceae","SPECIES","2"
"Chlorophora Gaudich.","Moraceae","GENUS","2"
"Herbertus bivittatus Spruce","Herbertaceae","SPECIES","2"
"Anthurium zumbahuaense Croat","Araceae","SPECIES","2"
"Anthurium yutajense G.S.Bunting","Araceae","SPECIES","2"
"Anthurium wintersii Croat & D.C.Bay","Araceae","SPECIES","2"
"Chloris Sw.","Poaceae","GENUS","2"
"Aeschynomene falcata (Poir.) DC.","Fabaceae","SPECIES","2"
"Chloris gayana Kunth","Poaceae","SPECIES","2"
"Rhynchospora polystachys (Turrill) H.Pfeiff.","Cyperaceae","SPECIES","2"
"Phytolacca bogotensis Kunth","Phytolaccaceae","SPECIES","2"
"Aequatorium sinuatifolium S.Díaz & Cuatrec.","Asteraceae","SPECIES","2"
"Tontelea attenuata Miers","Celastraceae","SPECIES","2"
"Tontelea coriacea A.C.Sm.","Celastraceae","SPECIES","2"
"Chloris elata Desv.","Poaceae","SPECIES","2"
"Palicourea lyristipula Wernham","Rubiaceae","SPECIES","2"
"Fridericia candicans (Rich.) L.G.Lohmann","Bignoniaceae","SPECIES","2"
"Tontelea ovalifolia (Miers) A.C.Sm.","Celastraceae","SPECIES","2"
"Anthurium subsignatum Schott","Araceae","SPECIES","2"
"Tontelea weberbaueri A.C.Sm.","Celastraceae","SPECIES","2"
"Anthurium splendidum W.Bull ex Rodigas","Araceae","SPECIES","2"
"Chloris barbata Sw.","Poaceae","SPECIES","2"
"Anthurium splendidum Hort.Bull","Araceae","SPECIES","2"
"Grammitis cultrata (Bory ex Willd.) Proctor","Polypodiaceae","SPECIES","2"
"Ribes ecuadorense Jancz.","Grossulariaceae","SPECIES","2"
"Anthurium scherzerianum Schott","Araceae","SPECIES","2"
"Anthurium revolutum Croat","Araceae","SPECIES","2"
"Anthurium reticulatum Benth.","Araceae","SPECIES","2"
"Chionoloma tenuirostre (Hook. & Taylor) M.Alonso, M.J.Cano & J.A.Jiménez","Pottiaceae","SPECIES","2"
"Ribes leptostachyum Benth.","Grossulariaceae","SPECIES","2"
"Anthurium radiatum Sodiro","Araceae","SPECIES","2"
"Phytolacca rugosa A.Braun & Bouché","Phytolaccaceae","SPECIES","2"
"Vanilla bicolor Lindl.","Orchidaceae","SPECIES","2"
"Triumfetta mollissima Kunth","Malvaceae","SPECIES","2"
"Riccardia papillata (Gottsche) Hässel ex Gradst. & Hekking","Aneuraceae","SPECIES","2"
"Allomaieta Gleason","Melastomataceae","GENUS","2"
"Acalypha stachyura Pax","Euphorbiaceae","SPECIES","2"
"Topobea subbarbata Wurdack","Melastomataceae","SPECIES","2"
"Picramnia gracilis Tul.","Picramniaceae","SPECIES","2"
"Grammitis bryophila (Maxon) F.Seym.","Polypodiaceae","SPECIES","2"
"Epidendrum mora-retanae Hágsater","Orchidaceae","SPECIES","2"
"Topobea trianaei Cogn.","Melastomataceae","SPECIES","2"
"Anthurium queremalense Croat","Araceae","SPECIES","2"
"Melaleuca viminalis (Gaertn.) Byrnes","Myrtaceae","SPECIES","2"
"Tortella tortuosa (Schrad. ex Hedw.) Limpr.","Pottiaceae","SPECIES","2"
"Freziera tomentosa (Ruiz & Pav.) Tul.","Pentaphylacaceae","SPECIES","2"
"Monnina arborescens Ferreyra","Polygalaceae","SPECIES","2"
"Anthurium pseudogustavii Croat","Araceae","SPECIES","2"
"Pilea antioquensis Killip","Urticaceae","SPECIES","2"
"Tournefortia foetidissima L.","Heliotropiaceae","SPECIES","2"
"Anthurium propinquum Sodiro","Araceae","SPECIES","2"
"Anthurium propemarginum Croat","Araceae","SPECIES","2"
"Tournefortia hirsutissima L.","Heliotropiaceae","SPECIES","2"
"Rigodium toxarion var. toxarion","Lembophyllaceae","VARIETY","2"
"Anthurium polyschistum R.E.Schult. & Idrobo","Araceae","SPECIES","2"
"Cheiloclinium klugii A.C.Sm.","Celastraceae","SPECIES","2"
"Rinorea falcata (Mart. ex Eichler) Kuntze","Violaceae","SPECIES","2"
"Miconia magnifolia Gamba & Almeda","Melastomataceae","SPECIES","2"
"Pilea cadierei Gagnep. & Guillaumin","Urticaceae","SPECIES","2"
"Melanopsidium nigrum Colla","Rubiaceae","SPECIES","2"
"Netrium (Nägeli) Itzigsohn & Rothe, 1856","Mesotaeniaceae","GENUS","2"
"Halenia foliosa Gilg","Gentianaceae","SPECIES","2"
"Pilea daguensis Killip","Urticaceae","SPECIES","2"
"Allomaieta caucana Lozano","Melastomataceae","SPECIES","2"
"Palicourea ramonensis (Standl.) C.M.Taylor","Rubiaceae","SPECIES","2"
"Pilea gallowayana Killip","Urticaceae","SPECIES","2"
"Tourrettia lappacea (L'Hér.) Willd.","Bignoniaceae","SPECIES","2"
"Ampelocera albertiae Todzia","Cannabaceae","SPECIES","2"
"Rollinia edulis Triana & Planch.","Annonaceae","SPECIES","2"
"Tovomita brasiliensis Mart., 1827","Clusiaceae","SPECIES","2"
"Rollinia membranacea Triana & Planch.","Annonaceae","SPECIES","2"
"Chamissoa altissima var. altissima","Amaranthaceae","VARIETY","2"
"Tovomita guianensis Aubl.","Clusiaceae","SPECIES","2"
"Chamaesyce thymifolia (L.) Millsp.","Euphorbiaceae","SPECIES","2"
"Chamaesyce Rafinesque, 1817","Euphorbiaceae","GENUS","2"
"Tovomita lingulata Cuatrec.","Clusiaceae","SPECIES","2"
"Tovomita longifolia (Rich.) Hochr.","Clusiaceae","SPECIES","2"
"Freziera euryoides Kobuski","Pentaphylacaceae","SPECIES","2"
"Miconia micrantha Cogn.","Melastomataceae","SPECIES","2"
"Anthurium marmoratum Sodiro","Araceae","SPECIES","2"
"Epidendrum littorale Hágsater & Dodson","Orchidaceae","SPECIES","2"
"Epidendrum lacertinum Lindl.","Orchidaceae","SPECIES","2"
"Cyrtochilum williamsianum (Dodson) Dalström","Orchidaceae","SPECIES","2"
"Anthurium lancifolium Schott","Araceae","SPECIES","2"
"Pilea mutisiana (Spreng.) Wedd.","Urticaceae","SPECIES","2"
"Chamaedorea pygmaea H.Wendl.","Arecaceae","SPECIES","2"
"Pilea obetiifolia Killip","Urticaceae","SPECIES","2"
"Freziera candicans Tul.","Pentaphylacaceae","SPECIES","2"
"Anthurium incurvatum Engl.","Araceae","SPECIES","2"
"Heppiella Regel","Gesneriaceae","GENUS","2"
"Rorippa indica (L.) Hiern","Brassicaceae","SPECIES","2"
"Graffenriedia Spreng., 1830","Melastomataceae","GENUS","2"
"Hackelia revoluta (Ruiz & Pav.) I.M.Johnst.","Boraginaceae","SPECIES","2"
"Trachypogon Nees","Poaceae","GENUS","2"
"Zeugites americanus var. mexicanus (Kunth) McVaugh","Poaceae","VARIETY","2"
"Vochysia pinkusii A.C.Sm.","Vochysiaceae","SPECIES","2"
"Epidendrum jejunum Rchb.f.","Orchidaceae","SPECIES","2"
"Hydrocotyle umbellata L.","Araliaceae","SPECIES","2"
"Anthurium hiltyi Croat","Araceae","SPECIES","2"
"Pilea trianaeana Wedd.","Urticaceae","SPECIES","2"
"Anthurium graciliacuminatum Croat","Araceae","SPECIES","2"
"Pilea trichosanthes Wedd.","Urticaceae","SPECIES","2"
"Rottboellia cochinchinensis (Lour.) Clayton","Poaceae","SPECIES","2"
"Anthurium gomezii Croat","Araceae","SPECIES","2"
"Anthurium giganteum Engl.","Araceae","SPECIES","2"
"Pilea umbriana Killip","Urticaceae","SPECIES","2"
"Palicourea toroi Standl.","Rubiaceae","SPECIES","2"
"Anthurium fragrantissimum Croat","Araceae","SPECIES","2"
"Monnina hirta (Bonpl.) B.Eriksen","Polygalaceae","SPECIES","2"
"Trattinnickia barbourii Little","Burseraceae","SPECIES","2"
"Chamaecrista nictitans var. jaliscensis (Greenm.) H.S.Irwin & Barneby","Fabaceae","VARIETY","2"
"Palicourea tunjaensis C.M.Taylor","Rubiaceae","SPECIES","2"
"Trattinnickia rhoifolia Willd.","Burseraceae","SPECIES","2"
"Cyrtochilum funis (F.Lehm. & Kraenzl.) Kraenzl.","Orchidaceae","SPECIES","2"
"Trema Lour.","Cannabaceae","GENUS","2"
"Cyrtochilum divaricatum (Lindl.) Dalström","Orchidaceae","SPECIES","2"
"Chamaecrista glandulosa (L.) Greene","Fabaceae","SPECIES","2"
"Anthurium cylindratum Croat & D.C.Bay","Araceae","SPECIES","2"
"Palicourea vallis (Standl. ex Steyerm.) C.M.Taylor","Rubiaceae","SPECIES","2"
"Niphidium J.Sm.","Polypodiaceae","GENUS","2"
"Chaetolepis microphylla (Bonpl.) Miq.","Melastomataceae","SPECIES","2"
"Trianaeopiper haughtii Yunck.","Piperaceae","SPECIES","2"
"Acalypha amentacea Roxb.","Euphorbiaceae","SPECIES","2"
"Urocarpidium limense (L.) Krapov.","Malvaceae","SPECIES","2"
"Monnina hirta subsp. cuspidata (Benth.) B.Eriksen","Polygalaceae","SUBSPECIES","2"
"Epidendrum frutex Rchb.f.","Orchidaceae","SPECIES","2"
"Chaetogastra longifolia (Vahl) DC.","Melastomataceae","SPECIES","2"
"Trichilia appendiculata (Triana & Planch.) C.DC.","Meliaceae","SPECIES","2"
"Anthurium cavaense Croat","Araceae","SPECIES","2"
"Norantea Aubl.","Marcgraviaceae","GENUS","2"
"Monnina padifolia (Bonpl.) Freire-Fierro","Polygalaceae","SPECIES","2"
"Anthurium calense Engl.","Araceae","SPECIES","2"
"Cestrum silvaticum Francey","Solanaceae","SPECIES","2"
"Mascagnia platyrachis (Triana & Planch.) Cuatrec.","Malpighiaceae","SPECIES","2"
"Pinaceae","Pinaceae","FAMILY","2"
"Panicum antidotale Retz.","Poaceae","SPECIES","2"
"Pinguicula calyptrata Kunth","Lentibulariaceae","SPECIES","2"
"Rubus eriocarpus Liebm.","Rosaceae","SPECIES","2"
"Zanthoxylum martinicense (Lam.) DC.","Rutaceae","SPECIES","2"
"Rubus floribundus Kunth","Rosaceae","SPECIES","2"
"Anthurium bogotense Schott","Araceae","SPECIES","2"
"Trichipteris compta (Mart.) R.M.Tryon","Cyatheaceae","SPECIES","2"
"Trichipteris falcata (Kuhn) Barrington","Cyatheaceae","SPECIES","2"
"Cestrum reflexum Sendtn.","Solanaceae","SPECIES","2"
"Pinguicula L.","Lentibulariaceae","GENUS","2"
"Trichipteris phalaenolepis (C.Chr.) R.M.Tryon","Cyatheaceae","SPECIES","2"
"Rubus guyanensis Focke","Rosaceae","SPECIES","2"
"Anthurium barreranum Croat & D.C.Bay","Araceae","SPECIES","2"
"Epidendrum flexuosum G.Mey.","Orchidaceae","SPECIES","2"
"Monnina pilosa (Bonpl.) Kunth","Polygalaceae","SPECIES","2"
"Rubus niveus Thunb.","Rosaceae","SPECIES","2"
"Rubus nubigenus Kunth","Rosaceae","SPECIES","2"
"Anthurium barbacoasense Engl.","Araceae","SPECIES","2"
"Masdevallia amanda Rchb.f. & Warsz.","Orchidaceae","SPECIES","2"
"Pinzona coriacea Mart. & Zucc.","Dilleniaceae","SPECIES","2"
"Piofontia floribunda (Benth.) O.M.Vargas","Asteraceae","SPECIES","2"
"Piparea dentata Aubl.","Salicaceae","SPECIES","2"
"Notopleura dukei (Dwyer) C.M.Taylor","Rubiaceae","SPECIES","2"
"Anthurium andraeanum Linden","Araceae","SPECIES","2"
"Trichogonia arguta (Kunth) Benth. & Hook.fil. ex Klatt","Asteraceae","SPECIES","2"
"Cestrum megalophyllum Dunal","Solanaceae","SPECIES","2"
"Trichomanes ankersii C.Parker","Hymenophyllaceae","SPECIES","2"
"Habracanthus scolnikae Leonard","Acanthaceae","SPECIES","2"
"Panicum pilosum Sw.","Poaceae","SPECIES","2"
"Notopleura guadalupensis (DC.) C.M.Taylor","Rubiaceae","SPECIES","2"
"Cervantesia tomentosa Ruiz & Pav.","Cervantesiaceae","SPECIES","2"
"Rudgea lanceifolia Salisb.","Rubiaceae","SPECIES","2"
"Vanilla planifolia Andrews","Orchidaceae","SPECIES","2"
"Himatanthus articulatus (Vahl) Woodson","Apocynaceae","SPECIES","2"
"Panopsis metcalfii Killip & Cuatrec.","Proteaceae","SPECIES","2"
"Acacia verticillata Sieber ex Benth.","Fabaceae","SPECIES","2"
"Ceratostema Juss.","Ericaceae","GENUS","2"
"Monnina salicifolia Ruiz & Pav.","Polygalaceae","SPECIES","2"
"Trichomanes gourlianum Grev. ex J.Sm.","Hymenophyllaceae","SPECIES","2"
"Trichomanes hostmannianum (Klotzsch) Kunze","Hymenophyllaceae","SPECIES","2"
"Cyphomandra hartwegii (Miers) Sendtn. ex Walp.","Solanaceae","SPECIES","2"
"Ruellia ischnopoda Leonard","Acanthaceae","SPECIES","2"
